,Text,Hyperbole,Text_similarity,Readability,Style_Consistency
14,"Mark Oaten, the Liberal Democrat home affairs spokesman, expressed his belief that Michael Howard was disregarding the concerns of his colleagues regarding ID cards.",0.8333333333333334,42.07951909454641,8.879344262295081,31006.857421875
15,"Britain must undergo a significant shift in direction to thrive, according to the shadow chancellor at the start of the Tory Party spring conference.",1.6666666666666667,51.989252885479296,12.264307692307693,39357.3359375
16,"""Is it possible for this country to compete and prosper without addressing the burden of regulation and tax on our economy?"" he inquired.",1.3333333333333333,46.67549868452166,14.501608187134504,54989.91015625
17,Downing Street announced that Britain has proposed sending a unit of 120 Gurkhas to support the tsunami relief operation in Indonesia.,0.4,52.03598484848485,11.564285714285713,59782.7890625
18,"Nevertheless, a spokesperson highlighted the specific logistical challenges in Indonesia that the Gurkhas could potentially assist with.",1.6666666666666667,39.875947121187885,15.519822961373393,64642.83984375
19,"The prime minister, wearing a life jacket, sailed in a dinghy with school children to promote his party's education policies.",0.5714285714285714,50.854738447102974,12.588129251700682,56358.94140625
20,He later stated that outdoor activities were beneficial for children but acknowledged that many teachers now have concerns about participating due to the fear of potential lawsuits if something goes wrong.,2.2222222222222223,48.07210917312662,15.972812500000003,26372.927734375
21,Parents and teachers who attended the informal discussion with Mr. Blair on Tuesday had been invited after contacting their MPs to express concerns about education.,1.1428571428571428,48.291540020263426,11.715833333333332,21643.064453125
22,Archbishop Desmond Tutu has urged for the release of the remaining inmates at Guantanamo Bay and terror suspects detained without trial in the UK.,1.2857142857142858,46.480507683998624,13.401428571428571,57789.1796875
23,"Moazzam Begg, a resident of Birmingham, along with Martin Mubanga, Richard Belmar, and Feroz Abbasi, all from London, have been detained by the US at Guantanamo Bay for nearly three years.",0.8181818181818182,39.17815930199831,11.067873448137771,37033.91015625
24,"Archbishop Tutu expressed his disapproval of the measures, stating: ""I am against any arbitrary detention that is taking place, even in Britain.""",1.5,54.825036075036074,14.372920634920636,31274.431640625
25,Tory leader Michael Howard has announced that the Conservative Party plans to reduce the number of MPs by approximately one-fifth if they win the election.,0.8,53.165717627926924,10.721428571428572,40812.5546875
26,Mr Howard informed the paper that the changes would occur within five years of the Conservatives winning a general election.,1.5714285714285714,40.99744417541028,12.271428571428572,40239.42578125
27,"Mr Howard stated that the plan would address the ""great unfairness"" of the disproportionate number of Scottish and Welsh MPs compared to those from England by equalizing representation at Westminster.",1.25,45.658383954754925,9.870230414746544,25951.943359375
28,Ministers are considering the possibility of electronically tagging parents who refuse to allow former partners contact with their children.,1.25,49.139831277213354,12.570055031446547,71975.484375
29,"Parenting plans offer guidance on access arrangements, drawing from successful real-life examples.",6.0,41.8560606060606,20.49,45631.375
30,"Improved access to legal, emotional, and practical guidance through phone and internet services.",2.5,58.79629629629629,18.540000000000003,17860.22265625
31,"A spokesman mentioned that judges have the ability to imprison parents who violate contact orders, but this was considered a last resort and rarely utilized due to not being in the child's best interests.",1.1666666666666667,48.003603003603004,14.295468531468533,40484.6171875
32,Fathers' rights groups have expressed disapproval of the government's proposals.,1.125,32.46794871794872,11.1355929038282,76641.7265625
33,The Conservatives are pushing for a legal requirement for an equal split in parental access.,1.4285714285714286,37.33814633599116,13.539726027397261,110954.015625
34,New regulations regarding marriage for foreign nationals residing in the UK will soon be implemented.,1.7142857142857142,37.11602178184707,14.321686746987954,89489.7265625
35,"Starting from Tuesday, all non-EU nationals, except citizens of Switzerland, Liechtenstein, Iceland, or Norway, who plan to marry in the UK must either obtain a visa for marriage before entering the country or apply for a Home Office 'certificate of marriage approval'.",1.4285714285714286,50.52265315630095,15.386666666666667,21916.23046875
36,"In some instances, the Home Secretary may act as a last-resort marriage registrar under these regulations.",2.0,40.18984988788375,13.209589603283174,46328.26953125
37,Pro-hunt Members of Parliament claim that the new law prohibiting hunting with dogs is so badly written that no one can determine what constitutes an offense.,0.8,49.59504862953138,12.084583333333335,67579.4921875
38,"Giles Bradshaw, a North Devon landowner, got in touch with the Middle Way Group, co-chaired by Mr. Opik, after reaching out to Defra, the rural affairs ministry, regarding the legality of his method of using dogs to scare off deer and foxes under the Hunting Act.",1.1,41.434988278374675,13.858025089605736,18092.064453125
39,"The government is eager to leave behind this disastrous law, but I have serious doubts that the countryside will be so willing to cooperate.",0.8333333333333334,46.10294117647059,9.88161538461539,60788.2421875
40,The top judge in the UK has disclosed that he has had disagreements with ministers regarding the selection process for the heads of public inquiries.,1.2,52.30311355311355,11.54055555555556,58002.66796875
41,"According to the government, it is unlikely that the lord chancellor would go against Lord Woolf's wishes.",0.7692307692307693,42.07674571805006,13.716028776978423,45396.30078125
42,"Lord Woolf stated that although the current rules were not formally documented, it was practically unimaginable for the lord chancellor to disregard his concerns.",1.0,44.78342228278355,12.554631578947369,23996.615234375
43,"This week, ITV1's Pop Idol style talent contest for aspiring politicians, called Vote For Me, will finally be shown on our screens.",1.6666666666666667,54.16404258509521,12.114,78449.890625
44,"Mr Bell, who is set to provide guidance to the contestants on Wednesday, contends that Westminster has its fair share of ""odd balls"" and the show will involve ordinary voters.",2.111111111111111,48.87958309463048,13.51399390243903,46954.01953125
45,The participants had 60 seconds to present their manifestos before the final 25 were evaluated on their lobbying skills.,1.1,43.17859299516908,9.872566844919788,65859.546875
46,Mr Lim later had the panel in fits of giggles when he described his plan to have people do community service instead of paying taxes.,1.6923076923076923,44.09110492476967,12.438907766990294,42661.515625
47,"Tony Blair's opinion is that abortion should not be a topic for elections, as he believes it is a personal matter of conscience.",1.6,54.69909242288588,11.65159574468085,45837.546875
48,Mr Blair's spokesperson stated that the Catholic church's stance on this issue is well-known and should be considered in the context of the Cardinal's overall message.,1.5714285714285714,50.341087092731826,15.145957446808513,21999.095703125
49,"During the Cosmopolitan interview, Mr Howard expressed his belief that abortion should be accessible to all, but he advocated for a change in the law.",1.1538461538461537,48.3426544843959,13.97067039106145,71432.8984375
50,The Conservatives have revealed their plans to eliminate 162 quangos in an attempt to demonstrate how government bureaucracy can be reduced.,1.6666666666666667,52.43589743589744,12.589358974358976,91693.3046875
51,"The plans aim to eliminate regional assemblies and other regional bodies, transferring their powers back to elected local councils or the national government.",1.5,40.61363636363637,10.734909090909088,45967.65625
52,"As part of its efficiency initiative, the government has revealed intentions to reduce the number of civil servants by 100,000.",1.5,52.36562049062049,12.379047619047622,48976.33984375
53,It has been confirmed that the Labour Party will host its 2006 autumn conference in Manchester instead of Blackpool.,1.2,52.563025210084035,11.716323529411763,22941.291015625
54,"The main political parties have been rotating between Blackpool, Bournemouth, and Brighton for years.",1.4,42.85171432914251,10.143915343915342,70583.984375
55,"One of Labour's most senior Asians, Shahid Malik, rejected a call for ethnic minority shortlists to increase the number of black and Asian MPs.",2.0,54.61363636363637,12.807252032520328,45472.80078125
56,"Mr Phillips suggested that modifications to the race relations legislation could potentially enable political parties to reserve seats for under-represented groups, such as women and minorities in areas like West Ham.",1.5789473684210527,42.77511703403059,15.038145994832043,39399.38671875
57,The Green Party is worried that numerous residents in Edinburgh might not have the opportunity to vote in the transport referendum due to concerns about the edited electoral register.,1.5,47.028846153846146,12.611098039215687,49741.78125
58,"For those who are not on the list, there is still an opportunity to contact the council and ensure they receive ballot forms before the voting deadline in February.",1.5555555555555556,49.84370364604148,13.801429372197312,34497.640625
59,The Liberal Democrats are trying to attract female voters by introducing their manifesto for women.,1.1428571428571428,43.846853741496595,12.94938016528926,50914.17578125
60,"He argues that pensions should not be based solely on the number of years worked, as this ignores the contribution women make caring for children.",1.1818181818181819,47.298472732358995,13.142450980392159,46750.51953125
61,Party strategists consider winning the support of a significant number of female voters crucial for achieving electoral success.,2.6666666666666665,32.750974658869396,17.080757575757577,36452.4453125
62,"Michael Howard, the leader of the Tory party, has taken a proactive approach in response to criticism about how a son of immigrants can advocate for asylum quotas.",1.1428571428571428,43.90772090559066,13.30897435897436,38983.9375
63,"Michael Cockerell, a documentary maker, was granted exclusive access to Mr. Howard for his film portrait.",1.25,43.74430394167235,11.997187500000003,43518.67578125
64,"Ms Robinson, who hosts The Weakest Link, expressed her dismay to Cockerell about his tough image during his time as home secretary in John Major's government.",1.9230769230769231,45.25729221904691,13.742543859649121,47134.53125
65,"Michael Howard's documentary, ""No More Mr Nasty,"" will air on BBC2 on Saturday, February 12th at 2005 GMT.",0.5,62.5952380952381,8.895238095238096,17258.8046875
66,"The lord chancellor stated that the concessions made on a bill criticized for potentially permitting euthanasia ""through the back door"" were not a political maneuver.",1.6,57.62438949938951,12.196111111111112,61771.61328125
67,The legislation enables individuals to grant someone else the authority to make decisions on their behalf in case they are unable to do so due to illness.,0.7142857142857143,48.49745085672239,12.97996688741722,72890.4140625
68,"The government successfully defeated a backbench attempt to amend the bill on Tuesday by 297 votes to 203, despite opposition from 34 Labour MPs.",0.6875,42.509963155124446,11.47775953079179,52455.22265625
69,The attorney general refuted the claim that his statement to Parliament on the legality of the Iraq war was prepared by Downing Street officials.,0.6,50.830049929447505,11.41093373493976,38090.15625
70,Lord Goldsmith stated that he was actively involved in the drafting process and personally finalized and approved the answer.,1.8,36.72824528050164,15.132947232947235,31180.927734375
71,"At his monthly news conference in Downing Street, Tony Blair stated that the attorney general's advice had been a ""fair summary"" of his opinion, echoing Lord Goldsmith's own words.",1.1666666666666667,45.05494820315366,12.858518518518522,29328.421875
72,"The claims regarding Lord Falconer and Baroness Morgan's involvement were detailed in a book released this week by Philippe Sands QC, a member of Cherie Blair's Matrix Chambers.",2.2,44.51487969478507,13.520912350597612,37253.2578125
73,"MPs have stated that due to government failures, thousands of public bodies are not ready for the Freedom of Information Act, which will be enforced next month.",2.2,52.9235347985348,12.559166666666666,28684.65234375
74,"The Act will take effect in England, Wales, and Northern Ireland on 1 January, with similar measures being introduced in Scotland at the same time.",2.0,46.366340006288645,15.501631205673757,35696.625
75,"New Yorker Dick Morris is undeniably a winner, according to any standard.",1.0,39.863377000061995,13.145046923879043,159479.34375
76,"Why did Morris choose Britain and UKIP, a party that, despite its recent success in the EU elections, is unlikely to achieve a remarkable victory in the upcoming general election?",1.3,41.78818751366064,11.54136966824645,31574.900390625
77,"He is on a mission to assist UKIP in leading Britain out of this organization, which he views as unchangeable and fundamentally undemocratic.",1.4,48.63045001888425,12.541878661087868,40292.31640625
78,"Not only was it to shift the Tories, but I believe UKIP played a significant role in Tony Blair's decision to hold a referendum on the European constitution and his refusal to join the euro.",1.1875,36.22650945872024,8.607432432432436,29946.85546875
79,He proposes that this could result in a hung parliament where UKIP and other parties have significant influence.,1.3333333333333333,46.55756454628634,10.11522448979592,37254.1328125
80,Tony Blair has promised not to criticize Tory leader Michael Howard for his Jewish beliefs.,1.0,39.55640302679776,13.107724719101125,23510.451171875
81,"One poster showed Mr Howard and his shadow chancellor Oliver Letwin, who is also Jewish, depicted as flying pigs.",0.9,48.82796642548415,10.758794326241134,76171.0625
82,"Mr Blair defended his party's stance towards the Jewish community, highlighting that his government had established the Holocaust Memorial Day.",0.5454545454545454,48.49560308211137,11.592380952380953,36880.45703125
83,"William Hague, the former Conservative leader, has stated that he will not run for leadership again, as he has abandoned his aspiration to become prime minister.",0.3333333333333333,51.12248363912494,12.2848,30016.708984375
84,"He informed the newspaper that he is unsure if he will return to the front, but asked not to be rushed.",0.9285714285714286,45.55950703960193,9.160043062200959,50850.85546875
85,"Anglers and fishermen may face prosecution due to efforts to combat animal cruelty, cautioned a committee of MPs.",0.8,51.61087620389946,12.278720930232563,34529.48046875
86,"A ""cast-iron guarantee"" was requested to ensure that the government consults on any plans to regulate animal industries like pet fairs and game bird rearing.",1.0,52.244434348023624,16.857657413676367,63245.7734375
87,The committee emphasized the need for an amendment to prevent cases from being brought.,1.8181818181818181,32.81869369369369,15.542666666666666,71161.8984375
88,"The committee of MPs and peers has issued a warning that the number of deaths in custody has reached ""shocking"" levels.",1.5,53.364547038327515,12.571966942148766,70541.9140625
89,The report stated that a significant number of individuals who later committed suicide had already sought help from authorities for their issues before engaging in any criminal behavior.,1.2,48.64884476953442,14.169629629629632,43390.21484375
90,"""Throughout our investigation, we have consistently observed that individuals with significant vulnerabilities, such as mental health issues, substance abuse problems, and suicidal tendencies, are being placed in custody.""",2.0,46.00715060620721,14.945584415584417,29520.625
91,"Nicholas Betts-Green, a potential candidate for the UK Independence Party (UKIP), has stepped down after acknowledging a ""brief association"" with the British National Party (BNP).",1.1,42.70761483480781,10.596376811594205,27657.728515625
92,"Tessa Jowell, the Secretary of State for Culture, Media and Sport, criticized the Gambling Bill's critics in an interview with the Guardian newspaper, clarifying that there would be no ""Las Vegas-style"" super-casinos as rumored in the press.",0.5,45.07074148391882,11.405265151515156,26946.244140625
93,"During her interview with the newspaper, Ms Jowell expressed her dissatisfaction with the ""scale of misrepresentation"" in the media regarding the bill, which was her first interview since its launch.",1.0,47.93407705864151,11.53494773519164,47107.0625
94,Michael Howard has rejected concerns from certain Conservatives that his proposals for ÃÂ£4bn tax cuts are too modest.,1.4285714285714286,42.322315070647164,11.589295774647887,48320.51171875
95,"Edward Leigh, a Tory backbencher, expressed that the proposals were a positive step forward, but he emphasized to the Financial Times his preference for greater tax cuts to be implemented sooner.",2.625,47.0570789620751,12.483950786056052,33173.55078125
96,"The most recent Conservative proposals were announced as the election campaign, expected to take place in May, gained momentum.",1.0,49.053648732220154,14.832876712328765,37890.40625
97,The Standards Board is currently conducting an inquiry into accusations that Ken Livingstone has tarnished his position.,0.5,47.96273119176748,12.264039215686275,79296.0859375
98,"Bob Neill, leader of the London Assembly Conservatives, expressed his disappointment with the Mayor's conduct, stating that it was unbecoming of his office and showed extremely poor civic leadership.",0.8461538461538461,49.49432734130242,14.731022864019256,29130.794921875
99,Tony Blair has refuted reports suggesting he informed Gordon Brown that he would resign before the upcoming general election.,0.5714285714285714,46.486311606882474,8.739015748031495,29311.001953125
100,The issues concerning the country are what both of us are actually focusing on.,0.5714285714285714,35.763630089717054,12.538354037267084,71660.46875
101,Mr Peston informed BBC News that the relationship between the two individuals is not as close or friendly as it used to be.,2.1666666666666665,41.505944304451766,13.375696969696971,51669.19921875
102,"Michael Howard, the Tory leader, accused the prime minister and Mr Brown of engaging in ""childish arguments"".",1.8333333333333333,49.089354557890815,12.858046511627911,55041.79296875
103,"According to a new book about the chancellor, Tony Blair assured Gordon Brown that he would step down before the next election.",1.0,56.043616310160424,10.605735294117647,46011.39453125
104,"According to the author's sources, described as ""allies"" of Mr Blair and Mr Brown, the prime minister believed that the Iraq war had weakened his position and made him a liability to the Labour Party.",1.0,54.23925058747145,15.428888888888888,25207.681640625
105,Mr Peston informed BBC News that he believes their relationship is not as close or friendly as it used to be.,2.375,39.61798839458414,13.868556067588326,48063.84765625
106,The Labour MP for Birkenhead questioned the example set for the nation when the two most important political leaders engage in constant conflict or delegate their aides to do so.,2.2857142857142856,45.65358941641514,12.709817629179337,46690.65625
107,Jack Straw stated that Britain's £3bn EU rebate will not be renegotiated at the upcoming European Council summit.,1.4,45.11450914676722,12.327222222222222,30098.455078125
108,The foreign secretary informed the Commons foreign affairs committee that the UK's position is clear and non-negotiable.,1.5,36.20237023702371,13.72206497797357,34404.8515625
109,"Lord Callaghan, the former Labour prime minister, died at his home in East Sussex just before his 93rd birthday.",1.1428571428571428,53.2209885377966,10.559782608695656,22659.013671875
110,Chancellor Gordon Brown expressed that the former PM would be mourned globally.,1.3333333333333333,31.442625126973866,10.21385714285714,31458.5078125
111,"Without him, the Labour party and the country will be poorer, said Conservative peer Lord Heseltine.",1.25,45.306326516384175,11.143139801375096,30702.1875
112,"Under pressure from the declining value of sterling, he resisted devaluation for three years before being compelled to do so in 1967.",1.125,46.56676118261756,13.071428571428573,69724.90625
113,His political career was frequently marked by conflicts with the radical left wing of the party.,1.4,37.17433249895703,15.088333333333335,50274.1015625
114,The Law Lords have ruled that the immigration rules of the government discriminated against Roma (Gypsies) seeking entry into the UK.,0.16666666666666666,54.17717086834733,12.92897478991597,69698.6328125
115,"The airport screening in July 2001, during a period of concern over the influx of asylum seekers into Britain, resulted in those denied ""pre-clearance"" being effectively barred from traveling to the UK due to airlines refusing to carry them.",1.6666666666666667,49.34963105275394,15.02847619047619,24065.65234375
116,"According to Liberty, statistics indicated that Roma Czechs were 400 times more likely to be stopped by British immigration officials at Prague airport than non-Roma Czechs.",1.1428571428571428,50.68472608382246,15.28829268292683,47068.7109375
117,"In response to the ruling, a spokesperson from the Home Office stated that the scheme was implemented two years ago as a temporary measure due to the high number of passengers traveling from Prague who were later found ineligible for entry into the UK.",2.3333333333333335,48.90998289608905,19.30290355329949,25144.30859375
118,"According to MPs, visa processing staff are sometimes required to make a decision on an application every 11 minutes.",1.4285714285714286,49.42890442890443,13.417464788732396,66410.84375
119,The committee's report also addressed the scandal involving Romanian and Bulgarian visas that resulted in the resignation of immigration minister Beverley Hughes last year.,2.142857142857143,50.33057738281619,15.103571428571428,46826.27734375
120,"Sir Anthony Meyer, the Tory backbencher who ran against Margaret Thatcher for the party leadership in 1989, has passed away.",0.7272727272727273,49.731884057971016,10.410139013452916,34311.1875
121,"A Conservative election challenger is stepping down after expressing a desire for a ""period of creative destruction in the public services"".",1.5,50.81361065399861,12.385906542056077,72658.7109375
122,The party stated that the comment was taken out of context.,1.0,34.608815378472954,11.212807017543863,43514.61328125
123,Chancellor Gordon Brown of the UK has pledged £960m ($1.8bn) over 15 years to an international program focused on enhancing vaccination and immunization efforts.,1.0,53.21265819110646,11.845238095238098,8704.3125
124,The chancellor spoke at an event co-organized by the UK's Department for International Development and the UN Development Programme on Wednesday.,1.25,40.42609049380631,16.239313725490195,46923.0078125
125,"Michael Howard promised to champion the ""forgotten majority"" as he revealed the initial segment of the Conservative election manifesto.",1.0,52.80732268583931,11.91603539823009,32011.615234375
126,"Campaigning for the general election is picking up pace, with expectations pointing towards May as the likely month, though it could also take place before June 2006.",0.75,44.34377944689151,11.601068524970966,35572.0625
127,"Mr Howard is calling for a change in direction in Britain, stating that the government is too large and cannot continue with increasing taxes.",1.0909090909090908,48.05723834315915,13.130960629921265,43765.55859375
128,"Labour's election slogan is: ""Britain's working, don't let the Tories wreck it again"".",0.6,54.30325976544464,12.748673469387757,47405.5
129,The government refutes claims that Gordon Brown is getting ready to remove Alan Milburn as Labour's election chief.,0.6,47.60668563300142,11.825357142857147,41786.04296875
130,Many Labour backbenchers are reportedly unhappy with the way election campaigning has unfolded and have expressed a desire for the chancellor to assume a more prominent role.,1.2727272727272727,41.20289949010457,11.243153846153849,32035.388671875
131,Speaker Michael Martin has ruled that MPs will be ejected from the Commons if they use Blackberries in the chamber.,1.0,50.9938639702705,13.116957831325305,67756.109375
132,"For a while now, the use of electronic devices in the Commons chamber has been disapproved of.",0.8,55.61607507139943,11.577500000000004,47648.67578125
133,Accusations have been made against Labour for using anti-Semitic images in posters that some critics say portray Tory leader Michael Howard as Fagin.,1.1666666666666667,48.46654670184083,13.06470796460177,23076.828125
134,The comparison between the hypnotism poster and the portrayal of the Dickens character Fagin in the stage version of the musical Oliver has sparked controversy.,1.4,41.97252573146905,12.912339207048458,69208.046875
135,"Among a series of ideas presented to Labour members for selection before the election, the poster is one of them.",1.0,43.35236422192944,13.657683486238536,54085.2265625
136,MPs have stated that divorced parents trying to gain access to their children are frequently at a disadvantage due to the legal system.,1.2,51.29130747126437,12.016637931034484,48392.10546875
137,"At present, it is assumed that the child's interests are the most important.",1.3333333333333333,36.11098580536509,16.87383439490446,70261.8125
138,"Despite the courts' efforts to avoid conscious bias, there is significant evidence suggesting that non-resident parents are often disadvantaged by the current system.",2.25,47.97449385159469,14.639037095501184,42051.06640625
139,"Mahmoud Abbas, the Palestinian leader, stated that he will not tolerate attacks like the recent suicide bombing in Tel Aviv, Israel.",1.8888888888888888,50.54521963824289,12.75895348837209,24730.271484375
140,"In an email interview with the British newspaper the Independent, Mr Abbas expressed his belief that peace is achievable now and that they are prepared to engage in negotiations with Israel to achieve a genuine and enduring peace based on justice and international legitimacy.",2.3333333333333335,41.71919037546571,14.879814814814818,20441.470703125
141,Tony Blair has reassured Labour backbenchers that nothing will hinder the party's pursuit of a third term in power.,1.75,41.8153682009814,13.531805929919141,31753.431640625
142,Labour MPs gearing up to defend their seats in an upcoming election are increasingly concerned about the potential impact of damaging speculation.,1.75,37.942895864516906,14.796998689384008,46646.625
143,Mr Blair's spokesman stated on Monday that the prime minister is committed to continuing the government's work as he understands it is what the people desire.,0.4,48.984733111912945,10.69521739130435,15977.51171875
144,"In June 2004, he changed his mind after Cabinet allies intervened and he suspected the chancellor was plotting against him.",1.1428571428571428,50.1204773314967,12.365937500000001,49228.69140625
145,"""Royal Mail is currently investigating the disappearance of hundreds of ballot papers for the regional assembly referendum in the North East, causing voting packs to not reach about 300 homes in County Durham.""",0.5,43.73497533072001,11.085220966084275,41326.34375
146,"According to a Royal Mail representative, an issue with the delivery route in the Mowden area of Darlington is currently under investigation.",0.9090909090909091,42.85047727382156,11.995873239436623,61604.4765625
147,"Ministers are instructing councils to identify additional locations for travellers, amidst ongoing disputes over a series of unauthorized encampments.",1.5714285714285714,51.3704994192799,12.754338842975208,71648.21875
148,Ms Cooper stated that there are currently two main issues in the planning system regarding Gypsy and traveller sites.,2.7333333333333334,34.8491736745459,17.565748299319726,90177.578125
149,"Tony Blair criticized the Conservative spending plans, calling them a ""ludicrous improbability"".",2.0,37.8148042723921,15.142325581395351,17151.10546875
150,"He stated that the Tory plans represent a clear invitation to return to the past, as evident as can be imagined.",1.5833333333333333,43.656200346670516,12.079415584415589,55363.55859375
151,Gordon Brown spoke at the conference in private.,1.0,25.44233452950558,13.231924778761066,54732.703125
152,"Michael Howard, the Tory leader, has refuted claims that his immigration policy was overlapping with that of the British National Party (BNP).",0.7777777777777778,54.620949074074076,12.462750000000003,40577.29296875
153,"The Conservatives have pledged to set a maximum number of people allowed to enter Britain with the message: ""Imposing limits on immigration is not racist.""",1.5454545454545454,48.72153692801295,13.662746268656722,58179.02734375
154,"Pensioners are being assured energy savings by the Liberal Democrats, as snow and cold temperatures persist.",1.0,44.921097847712055,13.878840206185568,63830.3515625
155,A report suggests that reducing the drink-drive limit by a third could save more lives than previously estimated.,0.8571428571428571,48.57294476859693,11.931106870229009,83626.046875
156,"An earlier calculation, found in a 1998 Department of Transport Document, indicated that such a change could potentially save 50 lives annually.",1.3333333333333333,43.57900432900433,14.29433510638298,56445.2265625
157,Parliamentarians must carefully consider this matter.,0.9090909090909091,22.61706713712225,14.310273381294966,33646.6953125
158,"Howard Flight, the MP who was dismissed, will not be the candidate for his local Conservative association in the upcoming general election, as confirmed by Russell Tanguay, the agent for Arundel and South Downs Tories.",0.8333333333333334,49.81707317073171,12.40636363636364,22090.01953125
159,The Tory headquarters has stated that he is unable to run as a Conservative candidate because he is no longer an approved candidate.,1.2222222222222223,46.47557303807304,11.80277777777778,47843.80078125
160,"During a press conference, Mr. Howard maintained that he had followed the party's regulations.",1.3333333333333333,41.815210932857994,13.134400000000003,41365.48828125
161,"Mr Howard has also suspended Slough's constituency Conservative association for its refusal to deselect its candidate, Mr Adrian Hilton, who was abandoned after suggesting that signing the Maastricht Treaty was an act of treason under John Major's government.",1.0,42.02398422584771,13.313666666666666,24682.734375
162,Michael Howard criticized the expensive and disorganized asylum system in Britain during Tony Blair's leadership.,1.2,43.87978121981475,12.278720930232563,52325.078125
163,"Mr Howard stated that Britain should accept its equitable portion of the world's ""authentic refugees"".",1.0,47.59616597411515,10.668828828828833,51356.67578125
164,Some charities expressed concerns that refugees' lives could be endangered if they were denied entry once quotas were met.,1.2142857142857142,40.164962924863914,12.283678929765887,36179.01953125
165,"According to Lib Dem leader Charles Kennedy, Tony Blair needs to outline a suitable plan for leaving Iraq following the upcoming elections in the country.",1.2,49.563443313443315,11.749974226804124,49792.8671875
166,He said that some believe the insurgency in Iraq is fueled by the mere presence of British and American troops.,2.0,40.79814852770377,15.099118692253025,54125.76171875
167,Peace protestors have been unsuccessful in a significant appeal regarding police actions during the prevention of an anti-war demonstration shortly after the beginning of the Iraq war.,1.0,43.32967969796614,12.415741239892188,40552.359375
168,The police were pressuring Lord Chief Justice and Lord Justices Clarke and Rix to reverse the ruling that they had violated the protestors' human rights by detaining them in the coaches.,1.25,50.19927975194884,17.070358716173697,44087.26953125
169,A former Home Office minister has proposed the establishment of an independent body to oversee UK immigration.,1.4285714285714286,45.06448412698413,14.585901639344264,70024.15625
170,"He stated that within the next 20 years, one out of every three households will be a result of immigration.",1.4285714285714286,42.55763517528223,12.626543624161076,52765.36328125
171,"Jack Cunningham, a seasoned Labour MP and former Cabinet minister, has announced his intention to step down in the upcoming election.",1.0,52.0385849375211,10.69686956521739,44548.1171875
172,"While Labour was in opposition for an extended period, Mr. Cunningham served in various shadow roles, such as foreign affairs, the environment, and as trade spokesman.",1.5,58.84708080203074,14.895294117647062,30949.763671875
173,Tony Blair emphasized the significant impact of the deal between Turkey and the EU on global peace and security.,1.4,46.25280017921147,11.526063829787237,43931.59765625
174,Mr Howard stated that Turkey's connection with the EU would serve as a valuable link between Europe and the rest of the world.,1.3333333333333333,42.954365079365076,12.436836363636367,30891.49609375
175,Discussions aimed at preventing nationwide strikes over pension reforms concluded without reaching an agreement after 90 minutes.,0.5714285714285714,48.774359206048004,10.75294117647059,27649.50390625
176,"A spokesperson from Unison, the largest union in Britain, stated following the meeting on Saturday: ""We are still in communication, at least.""",1.6428571428571428,42.84128692029764,11.52808823529412,40012.21875
177,"Last week, Mr. Prescott met with senior union figures, including Unison's 800,000 workers, the Transport and General Workers' Union's 70,000, and Amicus' 20,000, who are being balloted about a 23 March walkout.",1.25,54.46428571428571,10.303333333333338,16773.55078125
